,adview
194,1.7567808601790633
195,1.7007599555421242
196,1.3275642367336125
197,5.6037887396640516
198,2.4127168991315537
199,2.0188210830627495
200,1.6255405105297398
201,2.449285994639517
202,1.9149260364636875
203,1.884635108954024
204,2.2369572980951107
205,1.6305113309552006
206,3.1754691486328395
207,1.678631773600361
208,1.3205491675259542
209,1.8530059467485118
210,2.6492370600569544
211,2.082953382707501
212,1.8821736549730395
213,1.4644594782711668
214,1.9244169469556034
215,1.6238540554884784
216,1.980359163266959
217,1.4973732848861276
218,2.2014827565739434
219,2.3850746943296603
220,2.06544292745293
221,8.954365949441426
222,1.3604053160355645
223,1.754172977993099
224,1.865561276336124
225,2.577377209253318
226,1.781474470742038
227,2.0195172183163486
228,2.0823315498409105
229,2.213836944138534
230,1.4337274436224519
231,2.5229887473456487
232,2.0917180304362413
233,1.9693288639743147
234,2.4314214915893
235,1.575833409604625
236,2.295014015120784
237,6.307480002768242
238,2.442643154969477
239,1.8504749373345577
240,1.9588633157168092
241,1.414220177947668
242,1.6499152544241475
243,2.3353931927030893
244,2.198951207084167
245,2.976221098258275
246,1.8081923980043757
247,2.466924204867529
248,1.4725230194423924
249,1.5024714602529907
250,2.0384820768019667
251,2.8829527111234836
252,1.1342036172341525
253,3.3576830045018986
254,1.3722714876162505
255,1.429720979603894
256,2.3149958544643705
257,1.4099399438620366
258,1.6977282147207158
259,1.754378236003295
260,1.6652881874657213
261,1.9183986329355176
262,2.7927037127630565
263,1.34824676222827
264,2.5764443124736496
265,1.9346995936295586
266,2.0153939414680546
267,2.0337273001570697
268,3.4934237400335277
269,7.918106584564391
270,1.7539081112099941
271,1.8935866711147724
272,2.7640350834371326
273,1.336239576452193
274,2.0463940037584347
275,1.289650419602793
276,1.9060240806490332
277,2.025036527137515
278,1.4979607724005715
279,1.6403743954500116
280,2.6392020913734293
281,2.35276208715801
282,6.3133411496743
283,1.414600969963987
284,1.9720127581937388
285,1.3003998505602041
286,2.337861322075459
287,1.4613466599658973
288,2.3042908188110065
289,3.1438319692685477
290,1.502993966571585
291,1.7222008113370832
292,2.737196525562679
293,1.4220988843905382
294,2.065724982023417
295,1.7629239879556766
296,1.0572210394410804
297,1.3732953360644347
298,1.9022084014221732
299,1.9129021033199591
300,1.2613827649965939
301,1.9572708047109835
302,2.664359133458966
303,1.8240240759998474
304,1.1817631196339997
305,1.831392052297421
306,1.9412143158646167
307,1.6419187853274027
308,1.6073311517964473
309,1.5521011054401135
310,2.2461029317846277
311,1.5057351308664728
312,2.081324592389237
313,1.7303568709843593
314,2.076117370574175
315,1.9624299450281566
316,1.9179232694216228
317,1.5912048007968618
318,1.815495931633024
319,1.4546047270607203
320,2.390100926626493
321,2.002575754595142
322,2.040992987111488
323,2.5443083176913603
324,2.6644868379373152
325,15.518483453593008
326,1.789354003139426
327,2.17769177409065
328,2.7218454712318723
329,3.246160393806197
330,1.9105669597302164
331,2.095243656025959
332,1.6032487066295258
333,2.0750819317217823
334,6.077895090448657
335,1.698730841691438
336,1.9125021988292508
337,1.957146180634791
338,2.705662910499438
339,2.6769583721291808
340,1.336334376989686
341,3.124738060616719
342,2.939161602163617
343,2.165476762929314
344,2.233506265334162
345,2.1797178276854425
346,2.4413447824482346
347,1.7488941139094023
348,1.5989655845013961
349,1.360198269854862
350,1.7555246732011125
351,1.4432385766908626
352,1.6092930213678063
353,1.2910536174463147
354,1.3303297511674912
355,1.5825107364295903
356,3.939895313501718
357,1.8457273261431553
358,3.196002800587792
359,1.452480234456535
360,1.597312296785985
361,3.390071002187005
362,1.7314761310616498
363,1.7956327943583015
364,1.5576692082987609
365,1.825762283772549
366,1.4961426620459193
367,4.119380057629744
368,2.6818511325574597
369,1.7169046053192951
370,2.158885155327968
371,1.3486263110522017
372,2.0158732227749305
373,3.1678099220281406
374,1.7247447101699491
375,3.0412032175461805
376,1.7651084331122848
377,1.2424859265668315
378,1.7091779337538981
379,1.6255476920531662
380,2.474282796395422
381,2.4332641193811453
382,1.4882137441146734
383,3.6664825028002044
384,1.9543095713137266
385,9.382053735770459
386,1.799059242151766
387,1.7427767577065252
388,2.4712149863476656
389,1.7536043237463197
390,4.328099975839903
391,1.32352758771107
392,1.6572435769183573
393,1.5292206537866724
394,2.258485969146515
395,2.0300041393739594
396,2.3818276705319366
397,2.571179225066879
398,2.542506331957167
399,1.950171357921858
400,2.9180250665659067
401,2.146796761559381
402,1.438622773319771
403,2.6288093045014405
404,1.4292175373788898
405,2.0755007911487855
406,2.3425241057277217
407,4.953106287576287
408,2.109102646843741
409,2.786993731233952
410,2.2241718151693606
411,2.0402882522596837
412,1.7750906227562475
413,3.442546429561029
414,4.189854806889586
415,1.6963219669861738
416,2.316046433193537
417,1.6985146210850781
418,2.1115845217892693
419,2.4033206769150843
420,4.7402172415208526
421,1.9081630665162947
422,2.1626394532882465
423,1.641651856263472
424,2.1089245482358985
425,1.457007307617014
426,1.5404300039665095
427,4.295649659674701
428,1.7974351553074341
429,2.177286557619921
430,1.3875404700145242
431,1.732489603893637
432,3.3335675859121308
433,5.002360060394265
434,1.4835238414346654
435,2.0308795995941784
436,1.141033123830053
437,3.1564609476755905
438,1.6809942766349986
439,1.3760977156974317
440,1.7882216289438733
441,1.721006279967428
442,2.3694624573172645
443,1.5111541130503738
444,1.5681474583516022
445,2.041542402007728
446,3.945272890183319
447,1.6585680416862825
448,2.9014812104440106
449,1.8783400970208206
450,1.4858034692044373
451,1.5111505727879537
452,2.127127446542216
453,1.65203747539228
454,2.1276825377988264
455,1.429772431000016
456,1.4390868684641913
457,2.041932394905389
458,1.8164518578807258
459,1.7288460377747321
460,1.5199413793985994
461,1.6206508930313428
462,1.7260741970591391
463,2.417864203388157
464,1.3781864852452594
465,8.91513484492663
466,1.8201181567534765
467,6.071292791274189
468,1.8083260738049618
469,2.70465979119653
470,1.4224530412320373
471,1.6625661910374245
472,1.8784395986127074
473,2.0702955720992353
474,2.5219845986629372
475,1.8833910805921175
476,3.3030999699924624
477,1.9933662221064532
478,1.8338602830131707
479,3.141553856542676
480,1.7495384014917699
481,2.649367202780147
482,2.984091261068092
483,1.556841071045238
484,2.2103131575006825
485,2.225398756164273
486,2.7415795190467462
487,2.032140325177628
488,2.7538236200552157
489,1.4767712729575133
490,1.4564191519807683
491,1.5828760765081462
492,1.3543201478551827
493,10.106910690825464
494,1.550761646375277
495,2.9150127243717545
496,3.9930616524079063
497,1.8156272900142005
498,1.714773142513092
499,1.5704884992047434
500,2.400636289758644
501,2.6606985304810995
502,2.976822245118389
503,1.8920448449677552
504,2.6907456243108676
505,1.9244036931182091
506,1.4708951651796527
507,1.820657504746676
508,2.1202075430357614
509,2.14153445888081
510,1.315848014507473
511,1.776651427918651
512,1.692265100083299
513,2.168903133181746
514,1.5431670054462003
515,1.7159594689552355
516,2.0114050824512795
517,1.7562950079817645
518,2.8990089247384807
519,2.6705272938886244
520,4.192660228246297
521,1.3825994785452589
522,1.2677075839795946
523,2.163451869146599
524,2.5627327835972302
525,1.8848057125481705
526,1.3538880811636314
527,1.8622492702095435
528,2.2259980808609097
529,1.31832543216996
530,5.302231127732192
531,3.41956288801234
532,1.9897232653097352
533,1.8823182872321267
534,1.7936312888556238
535,2.1159185069532906
536,1.6334668578553344
537,1.873795503801943
538,1.3330860819314867
539,1.8582895250535296
540,1.5646460417701489
541,1.9188652102370454
542,2.4130318336416834
543,1.650383936534963
544,2.167158060550693
545,1.8754133124497374
546,2.051273009401162
547,1.4559267400093598
548,1.869083957998626
549,3.4910479069670948
550,2.00314696717179
551,1.6064119120705347
552,1.7993073773779868
553,1.9795850713868877
554,1.879522146311312
555,1.6904686065743917
556,1.4877061874486395
557,1.9953869656574499
558,1.4767810992450179
559,1.341962672498839
560,1.6894813662790655
561,1.474341477312132
562,2.04397038661501
563,1.4443582251573361
564,1.8982578624856186
565,1.485976683668404
566,1.7184671874647783
567,1.66490945007203
568,1.6053543809356539
569,1.8741881015761712
570,1.5717559275207185
571,1.652519138010808
572,2.2534913912632257
573,1.8731600327692106
574,2.50165476016704
575,1.7895878407892685
576,1.5317312689364906
577,1.9338456297169522
578,1.307049996276732
579,1.3842827388360242
580,1.274977508466963
581,2.4758255875221975
582,1.549748301417597
583,2.6556559542440112
584,1.5886682133175574
585,1.9398948306192563
586,2.1670269756151446
587,2.2342412550256
588,2.5152016172488034
589,1.641490837991407
590,2.0359277469554855
591,2.0586280042865797
592,2.233799999941089
593,2.4168050214040884
594,1.7067487195703952
595,1.3725645823223798
596,3.684602230536875
597,4.49283728359736
598,2.5598470568814817
599,2.7032800439641687
600,2.756623634358868
601,2.88970918538028
602,2.349219444839123
603,1.566186157686249
604,1.7563254740365872
605,1.8110558699864354
606,2.2094590097321474
607,2.0574907039976438
608,1.475265786460544
609,1.9092031245057504
610,2.5678247367397438
611,2.4935275702477147
612,1.5657536052561574
613,1.6445121164467809
614,1.7549326911420287
615,2.093878817018745
616,2.450115429387334
617,1.93582539604023
618,2.148763830300287
619,1.4161298188548708
620,1.3948334647010103
621,2.088308485263161
622,2.473113063393874
623,2.2626850919783665
624,1.5964981179183102
625,1.7357385033386892
626,2.065300575069492
627,1.9114161659519073
628,1.732071731652108
629,1.4063467513196284
630,2.4682191077099707
631,1.4238048362793219
632,1.6369405830821886
633,2.3034832724740033
634,1.5314701795098733
635,1.6416382416603448
636,1.9915761945173684
637,1.7462699898854062
638,1.3724000862158987
639,1.983048052162772
640,1.6324132581116535
641,1.6756208763475344
642,2.2300950656593064
643,2.0628001617537897
644,1.6329649145726448
645,1.3170969856276518
646,2.135041478047083
647,2.2178284040899108
648,1.5852299467673645
649,1.808255735864233
650,1.6390128855965438
651,1.7634407242997137
652,2.0991665037942235
653,2.0666390033221864
654,1.4049646916410388
655,2.092014877984736
656,2.2715252349079127
657,2.0578178550118977
658,1.8639677196468885
659,2.2591111165879054
660,1.3734098413948246
661,1.926422509471673
662,1.9713293278584614
663,2.2141313608789654
664,2.3736917749715567
665,1.5174726765553723
666,2.155176328600174
667,1.673208421302268
668,1.9041644455639344
669,1.9693038226691053
670,2.5625938755782336
671,2.3743817347248837
672,1.9382839639852156
673,2.998661250303114
674,1.9277757555736397
675,2.54510453262672
676,2.6829326372437694
677,1.969558580976699
678,1.8115242021914242
679,2.5187892897599644
680,2.2921609619915837
681,1.8810661319680637
682,2.0576834163505326
683,2.139734928199596
684,2.260876780461222
685,5.22352259394402
686,3.164492941934312
687,1.678550807652414
688,2.456548559407556
689,1.6587609938501133
690,2.6956343446632647
691,1.9117774881802647
692,2.659489946709231
693,1.534424228796139
694,1.4746345509715506
695,1.9046313963331254
696,2.1543058472646384
697,2.1636882926243057
698,2.6068490079595437
699,2.4584652186439433
700,1.3316443957489374
701,2.456981538667435
702,1.8250247153765113
703,1.7314080554790725
704,1.3157029817588826
705,1.9235697898389343
706,1.8575853014740327
707,1.3584299331419336
708,3.9408788900472276
709,1.7964173399699508
710,1.4243222786480172
711,1.6919386518977473
712,2.00628681401652
713,2.5455835833528755
714,2.0499423466940767
715,1.652772319784131
716,1.4835667210047738
717,1.9529810203960927
718,1.7688895966466487
719,2.9103707598785045
720,5.068642141756406
721,1.5441347227590008
722,1.4068774678707476
723,2.0464115131881067
724,5.81706200866618
725,2.071201620835939
726,2.045381889821801
727,1.4010362307477933
728,1.5760005726142632
729,2.7130231791400776
730,2.8351087770370897
731,1.7003021111486858
732,1.2565543367012348
733,1.6501341103070333
734,2.6031912050797823
735,2.5473973428833196
736,1.9812499564319923
737,1.581151782146023
738,1.5732381187741291
739,1.5831662893286695
740,3.8066034410753997
741,2.5597100794270764
742,1.7933725496938129
743,1.5076578908319669
744,2.0449480939050058
745,1.460211167127333
746,1.8907055705502542
747,2.025624651679622
748,1.5896858896091106
749,1.5289789162172363
750,2.233858759179384
751,3.2356413511541793
752,2.0244297060908005
753,1.4542290231245012
754,2.233676649957274
755,2.0747147660508207
756,3.9256487106290576
757,1.5461630340301027
758,2.061345685911732
759,1.660880927072725
760,2.1963208829591703
761,3.2776985942555026
762,2.0410459389118785
763,1.824827686425269
764,1.563514522510288
765,1.3691738455402067
766,2.729677724365964
767,1.4255183105837683
768,2.319754649805728
769,2.3633255809047276
770,2.5243415614730957
771,2.0018545233751794
772,1.7713695909019491
773,2.5932888691477993
774,3.372321453069141
775,1.503961637203799
776,2.467663361094187
777,2.145610878760153
778,1.9463528393130236
779,1.5407817458933897
780,7.471610477083237
781,1.604944391243991
782,1.491826683962493
783,1.9288508232895643
784,1.7086025104300375
785,1.9853467689530007
786,1.552313202354691
787,2.128569779338729
788,1.8487739292582084
789,1.4038393352831675
790,2.4683355983428616
791,2.047022334369073
792,2.0728909859175184
793,2.5339137466235355
794,2.345377045498413
795,1.7710781418865194
796,1.6958264541230412
797,2.3618031132887567
798,2.3059625956216956
799,2.408917731774065
800,1.9647541448746577
801,2.4881463551336958
802,1.974888204918183
803,1.4131267880150657
804,2.5858855672011245
805,3.2784590331640673
806,2.535094292708102
807,2.408269994019835
808,1.4506156910320285
809,1.8637668672885506
810,2.323421255426058
811,2.1506708238512617
812,1.7562448381100917
813,1.7387489524354027
814,2.2323570673042203
815,2.1042954223137746
816,7.301011717437851
817,1.6459282943741749
818,6.804958138382911
819,1.0932208604767544
820,1.6759609350591202
821,2.4248133312037163
822,2.30307752511513
823,1.7780441485056333
824,3.7792037682936463
825,2.204860671177558
826,1.148512329025423
827,1.2948787836402929
828,2.4880125299468516
829,2.5774680410032156
830,1.3738233801343442
831,2.2423822240056515
832,2.268666406307975
833,2.6120174431755103
834,2.048554535353837
835,1.466071974140689
836,2.0474894614083885
837,2.3982483994562362
838,2.476607852112603
839,2.234173501123255
840,1.7202767892459823
841,1.4812987770296018
842,1.728696420709688
843,1.598422606592871
844,1.6855024954087274
845,3.307066500868525
846,2.1709397530144425
847,4.82992573581779
848,2.0520551617400256
849,2.2245568603600043
850,1.3524782899773942
851,2.946561637589905
852,2.5677987216965636
853,2.1953201850913135
854,1.9969705106882008
855,5.347965649269352
856,3.3265903592602566
857,1.4413307052842068
858,1.4359471519865816
859,1.6050707065292125
860,2.442681962432265
861,1.7446152102243784
862,2.2062098617134867
863,1.852496478244568
864,2.8499042695672125
865,1.9728911819916728
866,1.5989826226503316
867,2.188980366906055
868,1.3643717279700636
869,1.9650048892720628
870,3.2742490229625587
871,1.3781058070514818
872,1.6281922569131972
873,2.1884133289605288
874,1.9832439991101438
875,1.7407782679153017
876,1.6577428763516353
877,2.421071668371515
878,1.3738106461955932
879,2.0147625190163083
880,1.95446691767978
881,2.2586969461898923
882,2.522370189776715
883,1.3919117935716336
884,1.340986347176869
885,2.043954454063466
886,1.801560910301308
887,2.0663745502457767
888,2.7325716236382074
889,2.2926189546640137
890,1.442726275081606
891,1.369584337383682
892,2.02417140290274
893,1.3794937014630793
894,2.491066952115427
895,2.696190749882644
896,1.4454618364093412
897,2.1701611419344875
898,2.0795841713469825
899,2.387307547834533
900,4.741195978705124
901,1.6030045537959916
902,1.7562726938272093
903,1.390804867433172
904,1.6383348310494896
905,1.4242627073675664
906,1.8170658153359343
907,2.4344076183632732
908,1.908703046972981
909,3.009577771077819
910,2.3349022690148162
911,1.9031967325046395
912,1.6511117005215115
913,2.792731106568776
914,2.3572376729160758
915,5.376856509360009
916,1.491064651236369
917,2.282775912465134
918,5.101950231153015
919,2.0946920572959877
920,1.4632037480403706
921,2.370425873885628
922,1.5553317972322849
923,2.405007589987242
924,1.629274392707525
925,1.380837856130607
926,1.3326086054033666
927,1.9271754452466703
928,2.905057577823567
929,2.0951384723168243
930,1.580688191967393
931,2.761065563999604
932,1.7380107601884984
933,3.5589969698761648
934,1.8563204977394752
935,1.6447108988068948
936,2.0035601075286626
937,1.473460617000475
938,3.4479368623806637
939,1.907993607404835
940,2.326222908993329
941,2.0158861199198483
942,1.3945925631935783
943,4.795506952250792
944,1.8354869889634253
945,2.4578205112236815
946,5.456029896980191
947,0.9531807227261626
948,2.314509432552369
949,2.3989426895716517
950,1.343766099499256
951,2.1012774915819468
952,1.4700606466998694
953,1.913762815885261
954,1.809370395204635
955,2.604683093788244
956,1.9439562706105589
957,2.446300485358323
958,2.1653788729300705
959,2.4968051886405687
960,2.0448532291184787
961,2.303709002603084
962,1.7645641489307053
963,1.4642759896493591
964,1.6442112929447734
965,1.728601065141988
966,1.7746075870785336
967,8.85658870540707
968,2.0093022222195795
969,1.5239782168517695
970,1.6760647303826683
971,1.9265956959835837
972,1.9050574884816316
973,1.579453833912825
974,2.8873282519768053
975,2.273754739128523
976,1.9529927282734503
977,2.0275821580949973
978,1.3134358900841354
979,2.0695370144938403
980,3.891138538444945
981,2.426124854176373
982,1.3893913902631905
983,16.232504119627716
984,1.6425564727666941
985,1.825656891090601
986,1.6312461165339647
987,2.3727615910900424
988,1.6132630681360423
989,2.5656434541864512
990,1.8578302178583972
991,1.8053461968261262
992,1.4394241472857638
993,2.1831129010591246
994,1.6893206333006099
995,2.1640537635388517
996,1.5882319730915568
997,1.424050116587034
998,1.6417909913551447
999,1.6066831904850252
1000,1.5858834065139717
1001,1.5140256694548437
1002,1.4651393331984095
1003,2.0494678960467185
1004,1.997070494546014
1005,1.8912630403870452
1006,2.3435235083410877
1007,1.9909467644685375
1008,2.1526842049585952
1009,6.130024102500803
1010,2.850983173373203
1011,2.0706360478499324
1012,2.2360107167574848
1013,1.7608191808173963
1014,1.6170253469314417
1015,1.9260031576111434
1016,2.187864041648786
1017,2.8928864053540178
1018,1.9305368055370025
1019,1.3852131774198777
1020,2.715483769229839
1021,1.9822470946082054
1022,2.3031167172077947
1023,1.6609802459720013
1024,1.736339882834839
1025,1.8689162741483822
1026,2.605219350724456
1027,1.857450138923181
1028,2.2353451851982777
1029,2.209077654869478
1030,3.388135940912041
1031,3.1116204599630493
1032,2.5118012660500604
1033,2.044376318315887
1034,2.4140097476834654
1035,1.741484338311946
1036,1.7689710630860545
1037,1.7760562848817576
1038,1.435402771135383
1039,1.6709266468748845
1040,1.914274944828881
1041,2.231170318259128
1042,1.7855578194134898
1043,2.2248239248524415
1044,2.0456037313668656
1045,1.7427002831890925
1046,2.9952482556700284
1047,1.7353639200760693
1048,1.5881641819514947
1049,2.508020658978305
1050,1.5369753696263397
1051,2.0714116351169602
1052,1.5165135141421962
1053,2.21333121730298
1054,1.5520873369262573
1055,2.033925350287856
1056,2.015367459893748
1057,1.6019147054640077
1058,2.763412444626769
1059,7.894258236708152
1060,1.5912920634692305
1061,3.8462926513628446
1062,1.48127687402976
1063,1.4871561573252792
1064,2.0552005482807214
1065,2.3745669508909417
1066,2.860614469346853
1067,2.022708942052522
1068,2.38181043389506
1069,2.7412650509421925
1070,1.8723459554976574
1071,1.744787850820483
1072,2.808210489652594
1073,2.446187594484346
1074,1.7048033570587418
1075,2.124792115572279
1076,1.7405385571463095
1077,1.3770725431738464
1078,2.2925228707826557
1079,1.9770658421287686
1080,1.3798071719174763
1081,2.560148390172614
1082,2.7008216470541218
1083,1.5764079772076773
1084,2.238981223679071
1085,1.868836302634834
1086,2.9269407561352097
1087,1.418881220847625
1088,2.1756429455583763
1089,1.330651634714965
1090,1.4423887344608124
1091,2.2387559391220764
1092,1.3725651722533203
1093,1.615096897957565
1094,2.0835035371067385
1095,2.0275020245662607
1096,1.834964099950784
1097,2.3983865746552553
1098,2.4359935768471406
1099,1.501684869804576
1100,1.495843425555965
1101,1.7283230770480131
1102,2.349286137232202
1103,1.3542144561028246
1104,7.974321140045884
1105,1.6563762491584975
1106,1.5904172512016477
1107,1.6652662489525867
1108,6.696325627649003
1109,1.8534065104076909
1110,2.3780691065117097
1111,2.5564331266152474
1112,3.144188114534296
1113,1.785653735967037
1114,1.4900684830537276
1115,2.3117142880504997
1116,3.44803708981957
1117,2.239642320593143
1118,1.5883904990821982
1119,1.9239708132938005
1120,1.6920032427230212
1121,2.1876243242551054
1122,3.987580826021924
1123,2.0449492084705048
1124,1.7379934801049939
1125,1.5983154154574755
1126,1.9270593491648174
1127,2.2972821373033074
1128,2.2677843637684716
1129,2.3193906348695026
1130,1.7660415688686153
1131,2.8723446370306194
1132,2.4014260987272387
1133,1.7418686009096551
1134,2.4818431590236134
1135,1.5761721437642027
1136,2.0790801282124454
1137,1.8013804052481177
1138,1.4022728193990823
1139,1.6160351556752344
1140,1.9646158854640168
1141,1.7995824384787626
1142,1.8864602258152845
1143,2.4579855820473786
1144,1.9121258005663346
1145,1.6145065858745788
1146,2.515300310328921
1147,2.47168791229623
1148,2.267435955989863
1149,1.9807417144788755
1150,2.4539135500868197
1151,1.3873341486700568
1152,2.043313001871414
1153,1.946404101254742
1154,1.6584382807068732
1155,1.3339194091294915
1156,1.9382400052319497
1157,1.9812137259431701
1158,2.28858154815189
1159,1.8827900299033191
1160,1.3795354346199247
1161,1.6410496189160504
1162,3.2284358649242058
1163,1.3265931563198357
1164,2.0356899539041313
1165,2.4717557872752964
1166,1.4560899434267802
1167,1.842459737452814
1168,1.6042164154093745
1169,1.3592057697094062
1170,2.0793049519984104
1171,3.1501414355300446
1172,2.0290516690651534
1173,2.4457173081962016
1174,3.0320209665736204
1175,1.9561445458894409
1176,2.0810940370096573
1177,2.1894919171810363
1178,1.7888188278270445
1179,2.156284680385404
1180,3.1009310358472733
1181,2.148597677309619
1182,1.7057246492300346
1183,2.0976235934659764
1184,1.7392698497658712
1185,1.3709640320547076
1186,2.0854737444751796
1187,2.0206818335498977
1188,1.5073747707022092
1189,1.8534931073544478
1190,1.4816800413155011
1191,1.95952564945346
1192,1.6595010269675914
1193,2.1034594925803343
1194,1.5894432234642049
1195,1.9108252892688378
1196,1.6242082155106523
1197,1.9530428591642823
1198,2.8328679072906855
1199,1.9025319366233395
1200,2.229623624565133
1201,2.1333170320704236
1202,2.6781029514172445
1203,1.7469601614696577
1204,1.2339886267912794
1205,1.5090542007586434
1206,1.9060270217536235
1207,2.977570793649138
1208,2.1608852984301286
1209,3.3820031364243865
1210,1.3487482085765552
1211,1.6512404917492984
1212,2.123074286785177
1213,5.529541435422843
1214,2.188552151257222
1215,1.5576319920148687
1216,2.402752721991478
1217,1.858997938889646
1218,1.8170449795847552
1219,1.5370124115567765
1220,1.4190649119370646
1221,2.6171362778366705
1222,2.5520591931564067
1223,1.925642145204034
1224,1.6152662979349839
1225,1.6595164150670378
1226,1.477686950726493
1227,1.988495211227542
1228,1.8854753319161561
1229,1.2932511079662259
1230,1.6788850825031412
1231,1.80178208503795
1232,2.323413595554577
1233,3.4703086057870296
1234,1.9159324728534244
1235,2.097881842026922
1236,1.5018508882582715
1237,4.455443133575434
1238,2.259096221670418
1239,1.8726501836235687
1240,1.634926265248502
1241,1.7439689042638158
1242,1.5244810869445518
1243,1.5375246034515797
1244,1.5943274954650088
1245,1.2872404832624755
1246,1.679288998477024
1247,2.055771223314278
1248,2.572985300828733
1249,1.7825074110809573
1250,2.141517990788175
1251,1.7530567537323194
1252,2.679700784639473
1253,2.0772084319518465
1254,2.331495243408073
1255,1.8138046410411937
1256,2.3324963800843213
1257,2.366152503749526
1258,1.7235521634650224
1259,1.3112062051008242
1260,2.6001779400229124
1261,1.9835248013639428
1262,3.0118900187413553
1263,1.6764189524512592
1264,1.8275038797375642
1265,1.9513636740142264
1266,1.9750321302265803
1267,1.6909847429476401
1268,1.6729182105874951
1269,1.490099453643054
1270,3.8601250545064247
1271,5.156011855421761
1272,1.794386761997486
1273,1.711382572274088
1274,2.041156953032802
1275,2.055462030378556
1276,2.140407009152358
1277,3.1412918079260406
1278,2.248955217557601
1279,2.19667232730107
1280,1.4691068797262252
1281,2.841092384469476
1282,1.9275866606044818
